Mod:Item:MetaData, Localized Name
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive I"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive I"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive IV"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive IV"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive V"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive V"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Travel"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Travel"
enderio:item_owl_egg, Owl Egg
enderio:block_alloy_endergy:0, Crude Steel Block
enderio:block_alloy_endergy:1, Crystalline Alloy Block
enderio:block_alloy_endergy:2, Melodic Alloy Block
enderio:block_alloy_endergy:3, Stellar Alloy Block
enderio:block_alloy_endergy:4, Crystalline Pink Slime Block
enderio:block_alloy_endergy:5, Energetic Silver Block
enderio:block_alloy_endergy:6, Vivid Alloy Block
enderio:item_alloy_endergy_ingot:0, Crude Steel Ingot
enderio:item_alloy_endergy_ingot:1, Crystalline Alloy Ingot
enderio:item_alloy_endergy_ingot:2, Melodic Alloy Ingot
enderio:item_alloy_endergy_ingot:3, Stellar Alloy Ingot
enderio:item_alloy_endergy_ingot:4, Crystalline Pink Slime Ingot
enderio:item_alloy_endergy_ingot:5, Energetic Silver Ingot
enderio:item_alloy_endergy_ingot:6, Vivid Alloy Ingot
enderio:item_alloy_endergy_nugget:0, Crude Steel Nugget
enderio:item_alloy_endergy_nugget:1, Crystalline Alloy Nugget
enderio:item_alloy_endergy_nugget:2, Melodic Alloy Nugget
enderio:item_alloy_endergy_nugget:3, Stellar Alloy Nugget
enderio:item_alloy_endergy_nugget:4, Crystalline Pink Slime Nugget
enderio:item_alloy_endergy_nugget:5, Energetic Silver Nugget
enderio:item_alloy_endergy_nugget:6, Vivid Alloy Nugget
enderio:item_alloy_endergy_ball:0, Crude Steel Grinding Ball
enderio:item_alloy_endergy_ball:1, Crystalline Alloy Grinding Ball
enderio:item_alloy_endergy_ball:2, Melodic Alloy Grinding Ball
enderio:item_alloy_endergy_ball:3, Stellar Alloy Grinding Ball
enderio:item_alloy_endergy_ball:4, Crystalline Pink Slime Grinding Ball
enderio:item_alloy_endergy_ball:5, Energetic Silver Grinding Ball
enderio:item_alloy_endergy_ball:6, Vivid Alloy Grinding Ball
enderio:item_item_conduit:0, Item Conduit
enderio:item_liquid_conduit:0, Fluid Conduit
enderio:item_liquid_conduit:1, Pressurized Fluid Conduit
enderio:item_liquid_conduit:2, Ender Fluid Conduit
enderio:item_power_conduit:0, Energy Conduit
enderio:item_power_conduit:1, Enhanced Energy Conduit
enderio:item_power_conduit:2, Ender Energy Conduit
enderio:item_redstone_conduit:0, Redstone Conduit
enderio:item_extract_speed_upgrade:0, Extract Speed Upgrade
enderio:item_extract_speed_downgrade:0, Extract Speed Downgrade
enderio:item_me_conduit:0, ME Conduit
enderio:item_me_conduit:1, Dense ME Conduit
enderio:block_simple_furnace, Simple Powered Furnace
enderio:block_simple_alloy_smelter, Simple Alloy Smelter
enderio:block_alloy_smelter, Alloy Smelter
enderio:block_enhanced_alloy_smelter, Enhanced Alloy Smelter
enderio:block_buffer:0, Item Buffer
enderio:block_buffer:1, Power Buffer
enderio:block_buffer:2, Omni Buffer
enderio:block_buffer:3, Creative Buffer
enderio:block_enchanter, Enchanter
enderio:block_farm_station, Farming Station
enderio:block_combustion_generator, Combustion Generator
enderio:block_enhanced_combustion_generator, Enhanced Combustion Generator
enderio:block_simple_stirling_generator, Simple Stirling Generator
enderio:block_stirling_generator, Stirling Generator
enderio:block_zombie_generator, Zombie Generator
enderio:block_franken_zombie_generator, Frank'n'Zombie Generator
enderio:block_ender_generator, Ender Generator
enderio:block_lava_generator, Lava Heat Exchanger
enderio:block_killer_joe, Killer Joe
enderio:block_electric_light:0, Electric Light
enderio:block_electric_light:1, Electric Light (Inverted)
enderio:block_electric_light:2, Light
enderio:block_electric_light:3, Light (Inverted)
enderio:block_electric_light:4, Wireless Light
enderio:block_electric_light:5, Wireless Light (Inverted)
enderio:block_attractor_obelisk, Attractor Obelisk
enderio:block_aversion_obelisk, Aversion Obelisk
enderio:block_inhibitor_obelisk, Inhibitor Obelisk
enderio:block_relocator_obelisk, Relocator Obelisk
enderio:block_weather_obelisk, Weather Obelisk
enderio:block_experience_obelisk, Experience Obelisk
enderio:block_painter, Painting Machine
enderio:block_reservoir, Endervoir
enderio:block_omni_reservoir, Omnivoir
enderio:block_simple_sag_mill, Simple SAG Mill
enderio:block_sag_mill, SAG Mill
enderio:block_enhanced_sag_mill, Enhanced SAG Mill
enderio:block_slice_and_splice, Slice'N'Splice
enderio:block_solar_panel:0, Simple Photovoltaic Cell
enderio:block_solar_panel:1, Photovoltaic Cell
enderio:block_solar_panel:2, Advanced Photovoltaic Cell
enderio:block_solar_panel:3, Vibrant Photovoltaic Cell
enderio:block_soul_binder, Soul Binder
enderio:block_powered_spawner, Powered Spawner
enderio:block_vat, The Vat
enderio:block_enhanced_vat, The Enhanced Vat
enderio:block_simple_wired_charger, Simple Wired Charger
enderio:block_wired_charger, Wired Charger
enderio:block_enhanced_wired_charger, Enhanced Wired Charger
enderio:block_wireless_charger, Wireless Charger
enderio:block_normal_wireless_charger, Wireless Charging Antenna
enderio:block_enhanced_wireless_charger, Enhanced Wireless Charging Antenna
enderio:block_wireless_charger_extension, Wireless Charging Antenna Extension
enderio:block_tank:0, Fluid Tank
enderio:block_tank:1, Pressurized Fluid Tank
enderio:block_transceiver, Dimensional Transceiver
enderio:block_vacuum_chest, Vacuum Chest
enderio:block_xp_vacuum, XP Vacuum
enderio:block_travel_anchor, Travel Anchor
enderio:block_tele_pad, Telepad Block
enderio:block_dialing_device, Dialing Device
enderio:block_impulse_hopper, Impulse Hopper
enderio:block_simple_crafter, Simple Crafter
enderio:block_crafter, Crafter
enderio:block_creative_spawner, Creative Spawner
enderio:block_cap_bank:0, Creative Capacitor Bank
enderio:block_cap_bank:1, Basic Capacitor Bank
enderio:block_cap_bank:1, Basic Capacitor Bank
enderio:block_cap_bank:2, Capacitor Bank
enderio:block_cap_bank:2, Capacitor Bank
enderio:block_cap_bank:3, Vibrant Capacitor Bank
enderio:block_cap_bank:3, Vibrant Capacitor Bank
enderio:block_gauge, Energy Gauge
enderio:block_power_monitor, Power Monitor
enderio:block_advanced_power_monitor, Graphical Power Monitor
erebus:umberstone:0, Umberstone
erebus:umberstone:1, Umbercobble
erebus:umberstone:2, Mossy Umbercobble
erebus:umberstone:3, Webbed Umbercobble
erebus:umberstone:4, Umberbricks
erebus:umberstone:5, Smooth Umbertile
erebus:umberstone:6, Small Umbertiles
erebus:planks:0, Baobab Planks
erebus:planks:1, Eucalyptus Planks
erebus:planks:2, Mahogany Planks
erebus:planks:3, Mossbark Planks
erebus:planks:4, Asper Planks
erebus:planks:5, Cypress Planks
erebus:planks:6, Balsam Planks
erebus:planks:7, White Planks
erebus:planks:8, Bamboo Planks
erebus:planks:9, Rotten Planks
erebus:planks:10, Marshwood Planks
erebus:planks:11, Scorched Planks
erebus:planks:12, Varnished Planks
erebus:portal, Erebus Portal Block
erebus:gaean_keystone, Gaean Keystone
erebus:umbergravel, Umberpebbles
erebus:umberpaver:0, Umberpaver
erebus:umberpaver:1, Mossy Umberpaver
erebus:umberpaver:2, Webbed Umberpaver
erebus:umberstone_pillar, Umberpillar
erebus:petrified_wood_rock, Petrified Wood Rock
erebus:petrified_wood_rock_2, Petrified Wood Rock
erebus:petrified_wood_rock_3, Petrified Wood Rock
erebus:petrified_wood_rock_4, Petrified Wood Rock
erebus:petrified_wood_rock_5, Petrified Wood Rock
erebus:petrified_wood_rock_6, Petrified Wood Rock
erebus:petrified_bark_red, Petrified Bark Red
erebus:petrified_bark_brown, Petrified Bark Brown
erebus:petrified_log_inner, Petrified Heart Rock
erebus:dust_layer, Dust Layer
erebus:dust, Dust
erebus:dung, Dung
erebus:ore_iron, Iron Ore
erebus:ore_gold, Gold Ore
erebus:ore_coal, Coal Ore
erebus:ore_diamond, Diamond Ore
erebus:ore_emerald, Emerald Ore
erebus:ore_lapis, Lapis Lazuli Ore
erebus:ore_quartz, Quartz Ore
erebus:ore_petrified_quartz, Petrified Quartz Ore
erebus:ore_copper, Copper Ore
erebus:ore_silver, Silver Ore
erebus:ore_tin, Tin Ore
erebus:ore_lead, Lead Ore
erebus:ore_aluminium, Aluminum Ore
erebus:ore_jade, Jade Ore
erebus:ore_encrusted_diamond, Volcanic Diamond Ore
erebus:ore_fossil, Fossil Ore
erebus:ore_gneiss, Gneiss Ore
erebus:ore_petrified_wood, Petrified Wood Ore
erebus:ore_temple, Temple Ore
erebus:jade_block, Block of Jade
erebus:amber, Amber
erebus:amber_bricks, Amber Bricks
erebus:amber_glass, Amber Glass
erebus:door_amber, Amber Door
erebus:preserved_block:0, Amber Preservation Block
erebus:mud, Mud
erebus:quick_sand, Quicksand
erebus:red_gem:0, Red Gem
erebus:red_gem:1, Red Gem Lamp
erebus:red_gem:2, Red Gem Lamp
erebus:swamp_vent, Swamp Vent
erebus:ghost_sand, Ghost sand
erebus:crop_turnip, Turnips
erebus:crop_cabbage, Cabbage
erebus:crop_mandrake, Mandrake
erebus:jade_berry_bush, Jadeberry Bush
erebus:heart_berry_bush, Heartberry Bush
erebus:swamp_berry_bush, Swampberry Bush
erebus:dark_fruit_vine, Dark Fruit Vine
erebus:prickly_pear, Prickly Pear Cactus
erebus:giant_flower:0, Black Petal Block
erebus:giant_flower:1, Red Petal Block
erebus:giant_flower:2, Brown Petal Block
erebus:giant_flower:3, Blue Petal Block
erebus:giant_flower:4, Purple Petal Block
erebus:giant_flower:5, Cyan Petal Block
erebus:giant_flower:6, Light Gray Petal Block
erebus:giant_flower:7, Gray Petal Block
erebus:giant_flower:8, Pink Petal Block
erebus:giant_flower:9, Yellow Petal Block
erebus:giant_flower:10, Light Blue Petal Block
erebus:giant_flower:11, Magenta Petal Block
erebus:giant_flower:12, Orange Petal Block
erebus:giant_flower:13, White Petal Block
erebus:giant_flower:14, Exploding Stigma
erebus:giant_flower:15, Stem
erebus:giant_flower_stigma:0, Black Stigma
erebus:giant_flower_stigma:1, Red Stigma
erebus:giant_flower_stigma:2, Brown Stigma
erebus:giant_flower_stigma:3, Blue Stigma
erebus:giant_flower_stigma:4, Purple Stigma
erebus:giant_flower_stigma:5, Cyan Stigma
erebus:giant_flower_stigma:6, Light Gray Stigma
erebus:giant_flower_stigma:7, Gray Stigma
erebus:giant_flower_stigma:8, Pink Stigma
erebus:giant_flower_stigma:9, Yellow Stigma
erebus:giant_flower_stigma:10, Light Blue Stigma
erebus:giant_flower_stigma:11, Magenta Stigma
erebus:giant_flower_stigma:12, Orange Stigma
erebus:giant_flower_stigma:13, White Stigma
erebus:giant_flower_stigma:14, Rainbow Stigma
erebus:planted_flower:0, Black Flower
erebus:planted_flower:1, Red Flower
erebus:planted_flower:2, Brown Flower
erebus:planted_flower:3, Blue Flower
erebus:planted_flower:4, Purple Flower
erebus:planted_flower:5, Cyan Flower
erebus:planted_flower:6, Light Gray Flower
erebus:planted_flower:7, Gray Flower
erebus:planted_flower:8, Pink Flower
erebus:planted_flower:9, Yellow Flower
erebus:planted_flower:10, Light Blue Flower
erebus:planted_flower:11, Magenta Flower
erebus:planted_flower:12, Orange Flower
erebus:planted_flower:13, White Flower
erebus:planted_flower:14, Rainbow Flower
erebus:small_plant:0, Nettle
erebus:small_plant:1, Blooming Nettle
erebus:small_plant:2, Swamp Plant
erebus:small_plant:3, Desert Shrub
erebus:small_plant:4, Firebloom
erebus:small_plant:5, Fiddlehead
erebus:small_plant:6, Fern
erebus:thorns, Thorns
erebus:hanging_web, Hanging Webs
erebus:double_plant:0, Bullrush
erebus:double_plant:1, Weeping Bluebell
erebus:double_plant:2, Sundew
erebus:double_plant:3, Droughted Shrub
erebus:double_plant:4, Tall Bloom
erebus:double_plant:5, Tangled Stalk Mushroom
erebus:double_plant:6, High Capped Mushroom
erebus:double_plant:7, Tall Fern
erebus:wall_plants:1, Moss
erebus:wall_plants:7, Mould
erebus:wall_plants_cultivated:1, Cultivated Moss
erebus:wall_plants_cultivated:7, Cultivated Mould
erebus:algae, Swamp Algae
erebus:honey_treat, Honey Treat
erebus:dark_capped_mushroom, Dark Capped Mushroom
erebus:sarcastic_czech_mushroom, Sarcastic Czech Mushroom
erebus:grandmas_shoes_mushroom, Grandma's Shoes Mushroom
erebus:dutch_cap_mushroom, Dutch Cap Mushroom
erebus:kaizers_fingers_mushroom, Kaizer's Fingers Mushroom
erebus:dark_capped_mushroom_block, Dark Capped Mushroom Block
erebus:sarcastic_czech_mushroom_block, Sarcastic Czech Mushroom Block
erebus:grandmas_shoes_mushroom_block, Grandma's Shoes Mushroom Block
erebus:dutch_cap_mushroom_block, Dutch Cap Mushroom Block
erebus:kaizers_fingers_mushroom_block, Kaizer's Fingers Mushroom Block
erebus:glowshroom, Glowshroom
erebus:glowshroom_stalk_main, Glowshroom Stalk
erebus:wither_web, Wither Web
erebus:silk, Silk
erebus:mir_brick, Mirbrick
erebus:planks_petrified_wood, Petrified Wood Planks
erebus:door_petrified_wood, Petrified Wood Door
erebus:rein_exo, Reinforced Exo Blocks
erebus:mud_brick, Mud Brick
erebus:temple_brick, Temple Brick
erebus:temple_pillar, Temple Pillar
erebus:temple_tile, Temple Tile
erebus:volcanic_rock, Volcanic Rock
erebus:gneiss:0, Gneiss
erebus:gneiss:1, Carved Gneiss
erebus:gneiss:2, Layered Gneiss
erebus:gneiss:3, Gneiss Brick
erebus:gneiss:4, Smooth Gneiss
erebus:gneiss:5, Gneiss Tiles
erebus:gneiss:6, Cracked Gneiss Tiles
erebus:gneiss_vent, Gneiss Vent
erebus:hollow_log, Hollow Acacia Log
erebus:log_balsam_resinless, Balsam Wood Resinless
erebus:umber_furnace, Umber Furnace
erebus:umber_furnace_active, Umber Furnace
erebus:petrified_crafting_table, Petrified Crafting Table
erebus:bamboo_crate, Bamboo Crate
erebus:bamboo_bridge, Bamboo Bridge
erebus:bamboo_ladder, Bamboo Ladder
erebus:bamboo_nerd_pole, Bamboo Nerd Pole
erebus:bamboo_extender, Bamboo Extender
erebus:bamboo_torch, Bamboo Torch
erebus:silo_roof, Silo Roof
erebus:silo_tank:0, Silo Tank
erebus:silo_supports, Silo Supports
erebus:honey_comb, Honeycomb
erebus:umber_golem_statue, Umbergolem Statue
erebus:insect_repellent, Insect Repellent
erebus:petrified_wood_chest, Petrified Wood Chest
erebus:glowing_jar, Glowing Jar
erebus:fluid_jar, Fluid Jar
erebus:composter, Organic Composter
erebus:smoothie_maker, ErebusCo. Smoothie-matic 2000
erebus:umberstone_button, Umberstone Button
erebus:bamboo_pipe, Bamboo Fluid Pipe
erebus:bamboo_pipe_extract, Bamboo Fluid Extraction Pipe
erebus:bamboo_pipe_extract_active, Bamboo Fluid Extraction Pipe
erebus:liquifier, Honey Liquifier
erebus:glow_gem_active, Glowing Gem
erebus:glow_gem_inactive, Glowing Gem
erebus:mucus_bomb, Mucus Bomb
erebus:velocity_block, Velocity Block
erebus:lightning_speed_block, Lightning Velocity Block
erebus:altar_base, Altar Base
erebus:altar_lightning, Altar of Lightning
erebus:altar_healing, Altar of Healing
erebus:altar_xp, Altar of Experience
erebus:altar_repair, Altar of Repair
erebus:altar_offering, Offering Altar
erebus:spider_spawner, Scytodes Spawner
erebus:jumping_spider_spawner, Jumping Spider Spawner
erebus:tarantula_spawner, Tarantula Spawner
erebus:wasp_spawner, Wasp Spawner
erebus:antlion_spawner, Antlion Spawner
erebus:dragon_fly_spawner, Dragonfly Spawner
erebus:giant_lily_pad, Giant Lily Pad
erebus:zombie_ant_spawner, Zombie Ant Spawner
erebus:zombie_ant_soldier_spawner, Zombie Ant Soldier Spawner
erebus:wasp_nest, Wasp Nest
erebus:stairs_wasp_nest, Wasp Nest Stairs
erebus:antlion_egg, Antlion Egg
erebus:tarantula_egg, Tarantula Egg
erebus:capstone:0, Capstone
erebus:capstone:1, Mud Capstone
erebus:capstone:2, Iron Capstone
erebus:capstone:3, Gold Capstone
erebus:capstone:4, Jade Capstone
erebus:capstone:5, Active Mud Capstone
erebus:capstone:6, Active Iron Capstone
erebus:capstone:7, Active Gold Capstone
erebus:capstone:8, Active Jade Capstone
erebus:ant_hill_block, Ant Hill (N.Y.I.)
erebus:force_field, Force Field
erebus:force_lock, Force Lock (N.Y.I.)
erebus:block_of_bones, Block O' Bones
erebus:magma_crawler_spawner, Magma Crawler Spawner
erebus:dung_spawner_bot_fly, Botfly Spawner
erebus:dung_spawner_fly, Fly Spawner
erebus:locust_spawner, Locust Spawner
erebus:wall_umberstone, Umberstone Wall
erebus:wall_umbercobble, Umbercobble Wall
erebus:wall_umbercobble_mossy, Mossy Umbercobble Wall
erebus:wall_umbercobble_webbed, Webbed Umbercobble Wall
erebus:wall_umberstone_bricks, Umbrick Wall
erebus:wall_umbertile_smooth, Umbertile Wall
erebus:wall_umbertile_smooth_small, Small Umbertile  Wall
erebus:wall_umberpaver, Umberpaver Wall
erebus:wall_umberpaver_mossy, Mossy Umberpaver Wall
erebus:wall_umberpaver_webbed, Webbed Umberpaver Wall
erebus:wall_amber, Amber Wall
erebus:wall_amber_bricks, Amber Brick Wall
erebus:slab_umberstone, Umberstone Slab
erebus:slab_umbercobble, Umbercobble Slab
erebus:slab_umbercobble_mossy, Mossy Umbercobble Slab
erebus:slab_umbercobble_webbed, Webbed Umbercobble Slab
erebus:slab_umberstone_bricks, Umberbrick Slab
erebus:slab_umbertile_smooth, Smooth Umbertile Slab
erebus:slab_umbertile_smooth_small, Small Umbertiles Slab
erebus:slab_umberpaver, Umberpaver Slab
erebus:slab_umberpaver_mossy, Mossy Umberpaver Slab
erebus:slab_umberpaver_webbed, Webbed Umberpaver Slab
erebus:slab_amber, Amber Slab
erebus:slab_amber_bricks, Amber Brick Slab
erebus:slab_planks_petrified_wood, Petrified Wood Slab
erebus:slab_mud_bricks, Mud Brick Slab
erebus:slab_mir_bricks, Mir Brick Slab
erebus:stairs_umberstone, Umberstone Stairs
erebus:stairs_umbercobble, Umbercobble Stairs
erebus:stairs_umbercobble_mossy, Mossy Umbercobble Stairs
erebus:stairs_umbercobble_webbed, Webbed Umbercobble Stairs
erebus:stairs_umberstone_bricks, Umberbrick Stairs
